First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Loss,Draw
Nate,Mohr,NULL,69,155,72,Orthodox,9,7,0
Renato,Moicano,NULL,71,155,72,Orthodox,17,5,1
Thiago,Moises,NULL,69,155,70,Orthodox,16,6,0
Muhammad,Mokaev,The Punisher,67,125,70,Orthodox,9,0,0
Ashkan,Mokhtarian,The Assassin,66,125,67,Southpaw,13,3,0
Suman,Mokhtarian,NULL,68,145,72,Orthodox,8,5,0
Dan,Molina,NULL,70,216,NULL,NULL,13,9,0
Jeff,Molina,El Jefe,66,125,69,Orthodox,11,2,0
Rudyard,Moncayo,NULL,70,195,NULL,Orthodox,0,3,0
Hidetaka,Monma,NULL,72,168,NULL,Orthodox,18,11,4
Jeff,Monson,The Snowman,69,247,74,Orthodox,60,26,1
Darrell,Montague,Mongoose,66,125,67,Southpaw,13,5,0
Andrew,Montanez,NULL,0,185,NULL,NULL,9,12,1
Augusto,Montano,Dodger,73,170,73,Orthodox,15,3,0
Erick,Montano,Perry,72,170,73,Orthodox,7,5,0
Nicco,Montano,NULL,65,135,65,Southpaw,5,3,0
Alberto,Montes,The Promise,67,135,NULL,NULL,4,0,0
Steve,Montgomery,The Creepy Weasel,76,185,NULL,Southpaw,9,5,0
James,Moontasri,Moon Walker,70,170,71,Switch,9,5,0
Homer,Moore,The Rock,70,205,NULL,Orthodox,26,9,2
Todd,Moore,NULL,69,170,71,Southpaw,16,7,0
Nate,Moore,NULL,72,170,NULL,NULL,8,4,0
Dustin,Moore,NULL,64,125,NULL,NULL,0,2,0
Taylor,Moore,NULL,70,135,70,Southpaw,10,5,0
Sergio,Moraes,The Panther,72,170,72,Orthodox,14,6,1
Marlon,Moraes,Magic,66,135,67,Orthodox,23,10,1
Sheymon,Moraes,NULL,68,145,72,Orthodox,11,4,0
John,Moraga,NULL,66,125,66,Orthodox,19,7,0
Ricardo,Morais,The Mutant,80,270,NULL,Orthodox,10,4,1
Leonardo,Morales,Chimy,68,135,NULL,Southpaw,6,2,0
Albert,Morales,The Warrior,69,135,72,Orthodox,7,4,1
Joseph,Morales,NULL,66,125,69,Switch,9,2,0
Vince,Morales,Vandetta,69,135,70,Orthodox,11,6,0
Omar,Morales,Venezuelan Fighter,71,155,73,Orthodox,11,3,0
Michael,Morales,NULL,72,170,79,Orthodox,14,0,0
Sarah,Moras,Cheesecake,67,135,67,Orthodox,6,8,0
Christian,Morecraft,NULL,78,260,81,Orthodox,8,3,0
Joe,Moreira,NULL,71,195,NULL,Southpaw,2,2,0
Richardson,Moreira,Rick Monstro,74,185,NULL,Orthodox,7,4,0
Gisele,Moreira,NULL,66,135,NULL,Orthodox,8,3,0
Vinicius,Moreira,Mamute,76,205,76,Orthodox,9,5,0
Jesse,Moreng,Arturo,67,145,NULL,Orthodox,9,1,0
Brandon,Moreno,The Assassin Baby,67,125,70,Orthodox,20,6,2
Mike,Moreno,El Palo Duro,72,185,NULL,NULL,6,5,0
Dan,Moret,The Hitman,72,155,73,Southpaw,13,6,0
Sammy,Morgan,The Squeeze,70,170,NULL,Orthodox,18,12,0
Peggy,Morgan,The Daywalker,73,135,NULL,NULL,4,4,0
Alexander,Morgan,The Chess Master,70,145,71,Orthodox,11,5,0
Alex,Morono,The Great White,71,170,72,Orthodox,22,7,0
Maryna,Moroz,Iron Lady,67,125,67,Orthodox,11,3,0
Sergey,Morozov,NULL,66,135,67,Orthodox,18,5,0
Brad,Morris,NULL,74,205,NULL,Orthodox,10,6,0
Scott,Morris,NULL,70,210,NULL,Orthodox,2,1,0
Anthony,Morrison,Cheesesteak,67,145,NULL,Orthodox,20,12,0
Jack,Morrison,NULL,71,205,NULL,NULL,0,3,0
Harry,Moskowitz,Dirty,77,275,NULL,Orthodox,6,12,0
Carlos,Mota,Tizil,64,125,69,Orthodox,8,2,0
Juan,Mott,NULL,72,190,NULL,Switch,3,4,0
Nikolas,Motta,Iron,69,155,70,Orthodox,13,4,0
Flavio Luiz,Moura,NULL,71,183,NULL,Open Stance,19,7,0
Gegard,Mousasi,NULL,74,185,76,Orthodox,42,6,2
Kris,Moutinho,NULL,67,135,68,Southpaw,9,6,0
Kin,Moy,Kong,65,135,NULL,NULL,8,3,0
Jamie,Moyle,NULL,61,115,65,Orthodox,4,3,0
Askar,Mozharov,NULL,75,205,74,Orthodox,19,13,0
Garrett,Mueller,NULL,69,135,NULL,NULL,3,3,0
Lauren,Mueller,Princess Tiger,65,125,67,Orthodox,5,3,0
Belal,Muhammad,Remember the Name,71,170,72,Orthodox,22,3,0
Fazlo,Mulabitinovic,NULL,0,135,NULL,NULL,4,2,0
Quinn,Mulhern,NULL,75,155,NULL,Orthodox,18,4,0
James,Mulheron,NULL,70,243,73,Orthodox,11,2,0
Jamie,Mullarkey,NULL,72,155,74,Orthodox,15,5,0
Jim,Mullen,NULL,73,215,NULL,Southpaw,0,2,0
Pedro,Munhoz,The Young Punisher,66,135,65,Orthodox,19,7,0
Andre,Muniz,Sergipano,73,185,78,Southpaw,23,4,0
Mark,Munoz,The Filipino Wrecking Machine,72,185,71,Orthodox,14,6,0
Alexander,Munoz,NULL,69,155,72,Switch,6,2,0
Johnny,Munoz,Kid Kvenbo,69,135,71,Orthodox,12,2,0
Andy,Murad,The Tooth Fairy,69,185,NULL,NULL,15,2,0
Olivier,Murad,Warrior of God,70,145,72,Southpaw,6,0,0
Makhmud,Muradov,NULL,74,185,75,Orthodox,25,8,0
Kazunari,Murakami,NULL,73,220,NULL,Orthodox,5,5,0
Ryuichi,Murata,NULL,68,183,NULL,Orthodox,8,3,1
Kanako,Murata,NULL,61,115,62,Orthodox,12,2,0
Ailiya,Muratbek,NULL,0,155,NULL,NULL,9,2,0
Vince,Murdock,NULL,66,145,64,Orthodox,12,4,0
Samandar,Murodov,NULL,73,170,75,Orthodox,8,0,0
Tom,Murphy,NULL,74,227,NULL,Southpaw,8,0,0
Ian,Murphy,NULL,73,185,NULL,Orthodox,1,1,0
Jon,Murphy,Man of Faith,75,260,NULL,Orthodox,6,4,0
Lauren,Murphy,Lucky,65,125,67,Orthodox,16,5,0
Patrick,Murphy,NULL,72,170,NULL,NULL,5,3,0
Lerone,Murphy,The Miracle,69,145,73,Orthodox,11,0,1
Lee,Murray,Lightning,75,185,NULL,Orthodox,8,2,1
Jesse,Murray,Hollywood,75,205,78,Orthodox,8,4,0
Khalid,Murtazaliev,NULL,72,185,76,Orthodox,14,2,0
Azamat,Murzakanov,The Professional,70,205,71,Southpaw,12,0,0
Nicholas,Musoke,Nico,72,170,75,Orthodox,13,5,0
Andre,Mussi,NULL,75,242,NULL,Orthodox,11,5,0
Magomed,Mustafaev,The Sniper,68,155,71,Orthodox,14,4,0
Max,Mustaki,NULL,72,155,NULL,Orthodox,6,3,0
Elvis,Mutapcic,The King,72,185,72,Orthodox,15,6,1
Fiona,Muxlow,NULL,64,145,NULL,NULL,6,3,0
Ho Bae,Myeon,NULL,71,168,NULL,Orthodox,13,5,1
Katsuhiko,Nagata,NULL,67,154,NULL,Southpaw,6,7,3
Yuji,Nagata,NULL,72,225,NULL,Orthodox,0,2,0
Greg,Nagy,NULL,73,210,NULL,Orthodox,1,3,0
Logan,Nail,NULL,0,185,NULL,NULL,1,1,0
Muhammad,Naimov,Hillman,69,145,70,Orthodox,5,1,0
Yukiya,Naito,NULL,73,205,NULL,Orthodox,15,6,2
Andrews,Nakahara,NULL,73,185,NULL,Orthodox,5,4,2
Rin,Nakai,NULL,61,135,NULL,Orthodox,19,2,1
Kazuhiro,Nakamura,Kaz,71,205,70,Orthodox,21,13,0
Keita,Nakamura,K-Taro,71,170,73,Southpaw,34,10,2
Daisuke,Nakamura,NULL,67,154,NULL,Orthodox,28,19,1
Yusaku,Nakamura,NULL,65,145,NULL,NULL,14,4,1
Rinya,Nakamura,Hybrid,67,135,68,Southpaw,6,0,0
Jutaro,Nakao,NULL,69,170,NULL,Southpaw,25,19,4
Yoshihiro,Nakao,Kiss,72,220,NULL,Southpaw,9,3,0
Yui Chul,Nam,The Korean Bulldozer,69,145,NULL,Orthodox,18,8,1
Tyson,Nam,NULL,67,125,68,Orthodox,21,12,1
Rose,Namajunas,Thug,65,115,65,Orthodox,12,5,0
Yasuhito,Namekawa,NULL,69,205,NULL,Orthodox,25,16,4
Nad,Narimani,Smiler,68,145,70,Orthodox,12,4,0
Roger,Narvaez,Silverback,75,185,NULL,Southpaw,8,3,0
Fabio,Nascimento,Negao,70,185,NULL,Orthodox,11,6,0
Allan,Nascimento,Puro Osso,68,125,69,Orthodox,19,6,0
Rodrigo,Nascimento,Ze Colmeia,74,246,80,Orthodox,9,1,0
Bobby,Nash,NULL,72,170,74,Orthodox,8,4,0
Reza,Nasri,NULL,71,205,NULL,Orthodox,0,1,0
Nasrudin,Nasrudinov,NULL,72,205,71,Orthodox,9,1,0
Pawel,Nastula,NULL,72,230,NULL,Southpaw,5,6,0
Rafael,Natal,Sapo,72,185,77,Orthodox,21,9,1
Kevin,Natividad,Quicksand,66,135,70,Orthodox,9,3,0
Ismail,Naurdiev,The Austrian Wonderboy,70,170,74,Orthodox,19,4,0
Danny,Navarro,NULL,70,155,NULL,NULL,17,7,0
Marcio,Navarro,The Locomotive,72,155,NULL,NULL,14,14,0
Tafon,Nchukwi,Da Don,72,205,77,Orthodox,6,3,0
Dustin,Neace,The Beast,69,145,NULL,NULL,25,21,1
Josh,Neal,NULL,72,185,NULL,NULL,5,11,0
Joe,Neal,Nine Lives,66,135,NULL,NULL,6,2,0
Geoff,Neal,Handz of Steel,71,170,75,Southpaw,15,4,0
Stanislav,Nedkov,Stucky,71,205,71,Orthodox,12,2,0
Josh,Neer,The Dentist,71,170,72,Orthodox,36,16,1
Nicolae,Negumereanu,NULL,72,205,78,Orthodox,13,2,0
Steve,Nelmark,The Sandman,72,240,NULL,Orthodox,2,1,0
Shane,Nelson,Sugar,69,155,70,Southpaw,16,7,0
Roy,Nelson,Big Country,72,263,73,Orthodox,22,14,0
Gunnar,Nelson,Gunni,71,170,72,Switch,18,5,1
Kyle,Nelson,The Monster,71,155,71,Switch,13,5,0
Lissette,Neri,NULL,62,145,NULL,NULL,6,4,0
Mario,Neto,Sukata,72,229,NULL,Orthodox,13,5,0
Antonio Braga,Neto,NULL,75,185,77,Orthodox,9,3,0
Eduardo,Neves,Bebezao,74,265,78,Orthodox,5,1,0
Julio Cesar,Neves Jr.,Morceguinho,68,145,NULL,NULL,33,1,0
Nick,Newell,Notorious,70,155,NULL,Southpaw,14,2,0
Journey,Newson,NULL,65,135,67,Orthodox,10,3,0
Jeff,Newton,NULL,74,205,NULL,Sideways,4,2,0
Carlos,Newton,The Ronin,69,170,NULL,Orthodox,16,14,0
Emanuel,Newton,The Hardcore Kid,73,205,NULL,NULL,26,12,1
Francis,Ngannou,The Predator,76,250,83,Orthodox,17,3,0
Ben,Nguyen,Ten,65,125,65,Switch,16,8,0
Steven,Nguyen,The Ninja,71,145,73,Switch,8,1,0
Alex,Nicholson,The Spartan,76,185,77,Orthodox,7,4,0
Bo,Nickal,NULL,73,185,76,Southpaw,3,0,0
Mike,Nickels,NULL,76,205,NULL,Orthodox,9,5,0
Matheus,Nicolau,NULL,66,125,66,Orthodox,18,3,1
Jaimelene,Nievera,Queenie,65,125,NULL,Orthodox,7,4,0
Khomkrit,Niimi,The Bumblebee,62,125,NULL,NULL,6,10,0
Tom,Niinimaki,Stoneface,69,145,69,Orthodox,22,8,1
Ramsey,Nijem,NULL,71,155,75,Orthodox,9,6,0
Hans,Nijman,NULL,72,250,NULL,Switch,9,7,0
Jack,Nilson,NULL,0,NULL,NULL,NULL,2,6,0
Mats,Nilsson,NULL,73,170,NULL,Orthodox,11,4,1
Guangyou,Ning,Smasher,64,145,64,Southpaw,5,4,1
Soichi,Nishida,NULL,71,320,NULL,Orthodox,5,10,1
Yosuke,Nishijima,NULL,69,205,NULL,Orthodox,0,5,0
Yamato,Nishikawa,NULL,67,155,NULL,Orthodox,21,3,6
Akiyo,Nishiura,Wicky Akiyo,68,139,NULL,Southpaw,13,8,1
Anthony,Njokuani,The Assassin,73,155,75,Orthodox,16,12,0
Chidi,Njokuani,Bang Bang,75,185,80,Orthodox,22,8,0
Derrick,Noble,The Eraser,69,170,NULL,Southpaw,27,15,1
Kyle,Noblitt,NULL,74,243,NULL,NULL,11,2,0
Pedro,Nobre,The Rock,65,135,NULL,NULL,18,4,2
Jacob,Noe,Psycho,0,205,NULL,NULL,3,11,0
Antonio Rodrigo,Nogueira,Minotauro,75,240,77,Orthodox,34,10,1
Rogerio,Nogueira,Minotouro,74,205,75,Southpaw,23,10,0
Alexandre Franca,Nogueira,Pequeno,67,145,NULL,Orthodox,18,6,3
Talita,Nogueira,Treta,70,145,NULL,NULL,6,0,0
Kyle,Noke,NULL,73,170,76,Southpaw,22,10,1
Nick,Nolte,NULL,72,170,NULL,NULL,5,4,0
KJ,Noons,King,70,155,70,Orthodox,13,9,0
Sage,Northcutt,Super,72,170,71,Orthodox,11,2,0
Jan,Nortje,The Giant,73,310,NULL,Southpaw,2,6,0
Scott,Norton,Hollywood,70,170,NULL,Orthodox,7,1,0
Shohei,Nose,NULL,66,135,68,Switch,9,3,2
Jonatas,Novaes,NULL,71,170,NULL,NULL,13,5,0
Jason,Novelli,Flipside,72,155,NULL,Orthodox,11,3,1
Phillipe,Nover,The Filipino Assassin,69,145,72,Orthodox,11,8,1
Shayilan,Nuerdanbieke,Wolverine,68,145,69,Orthodox,39,10,0
Diego,Nunes,The Gun,66,145,67,Orthodox,19,7,0
Amanda,Nunes,The Lioness,68,135,69,Orthodox,22,5,0
Nina,Nunes,NULL,65,125,64,Orthodox,11,7,0
Istela,Nunes,NULL,64,115,66,Orthodox,6,3,0
Josiane,Nunes,Josi,62,145,67,Southpaw,9,1,0
Khabib,Nurmagomedov,The Eagle,70,155,70,Orthodox,29,0,0
Said,Nurmagomedov,NULL,68,135,70,Orthodox,16,2,0
Abubakar,Nurmagomedov,NULL,71,170,72,Orthodox,17,3,1
Umar,Nurmagomedov,NULL,68,135,69,Orthodox,15,0,0
Kennedy,Nzechukwu,African Savage,77,205,83,Southpaw,10,3,0
Jake,O'Brien,Irish,75,205,76,Orthodox,15,4,0
TJ,O'Brien,The Spider,74,155,NULL,Orthodox,20,8,0
Sean,O'Connell,The Real OC,73,205,74,Orthodox,17,9,0
Dan,O'Connor,Johnny Irish,64,115,NULL,NULL,6,6,0
Sean,O'Haire,NULL,77,270,NULL,Orthodox,4,2,0
Sean,O'Malley,Sugar,71,135,72,Switch,16,1,0
Jeremiah,O'Neal,NULL,68,260,NULL,NULL,13,25,0
Chuck,O'Neil,Cold Steel,74,170,NULL,NULL,17,9,0
Casey,O'Neill,King,66,125,69,Orthodox,9,0,0
Brendan,O'Reilly,Badger,67,170,69,Orthodox,6,3,0
Takahiro,Oba,NULL,68,200,NULL,Southpaw,5,7,1
Nobuhiro,Obiya,NULL,68,145,NULL,Orthodox,12,5,1
Christian,Ocon,NULL,68,135,69,Orthodox,2,1,0
Richard,Odoms,The Black Eagle,77,265,NULL,Orthodox,13,3,0
Volkan,Oezdemir,No Time,74,205,75,Orthodox,18,7,0
Naoya,Ogawa,NULL,76,255,NULL,Orthodox,7,2,0
Trey,Ogden,Samurai Ghost,71,155,72,Orthodox,16,5,0
Andy,Ogle,The Little Axe,68,145,69,Orthodox,9,6,0
Ho Taek,Oh,Spider,0,155,NULL,NULL,7,2,1
Michiyoshi,Ohara,NULL,70,205,NULL,Orthodox,0,2,0
Koji,Oishi,NULL,68,170,NULL,Orthodox,25,10,10
Takayuki,Okada,Giant Ochiai,73,290,NULL,Orthodox,3,3,2
Yushin,Okami,Thunder,74,170,75,Southpaw,34,12,0
JJ,Okanovich,The Bosnian Bomber,71,155,76,Orthodox,7,1,0
Kazuki,Okubo,NULL,71,175,NULL,Orthodox,7,9,0
Masakatsu,Okuda,NULL,0,NULL,NULL,NULL,8,5,0
Aleksei,Oleinik,The Boa Constrictor,74,240,80,Orthodox,60,17,1
Michal,Oleksiejczuk,Hussar,72,205,74,Southpaw,17,5,0
Rafaello,Oliveira,Tractor,68,155,71,Orthodox,17,8,0
Charles,Oliveira,Do Bronx,70,155,74,Orthodox,33,9,0
Jorge,Oliveira,NULL,73,205,NULL,NULL,5,3,1
Ednaldo,Oliveira,Lula,77,205,NULL,Orthodox,17,3,1
Alex,Oliveira,Cowboy,71,170,76,Orthodox,22,12,1
Maria,Oliveira,Spider-Girl,66,115,69,Orthodox,13,5,0
Bruno,Oliveira,NULL,76,205,80,Orthodox,8,2,0
Saimon,Oliveira,NULL,64,135,72,Orthodox,18,4,0
Wendell,Oliveira Marques,The Machine,70,170,NULL,Orthodox,29,10,0
Felipe,Olivieri,NULL,69,155,NULL,Orthodox,14,5,0
Andy,Ologun,NULL,72,154,NULL,Orthodox,3,1,0
Shana,Olsen,Rock Solid,67,145,NULL,NULL,5,2,0
Casey,Olson,The Underdog,67,145,NULL,Orthodox,14,5,0
Dennis,Olson,NULL,72,170,NULL,NULL,14,11,0
Cameron,Olson,Cap'n Crunch,73,205,75,Orthodox,7,3,0
Gadzhi,Omargadzhiev,NULL,73,170,71,Switch,13,2,0
Alan,Omer,NULL,70,145,NULL,Orthodox,20,5,0
Daniel,Omielanczuk,NULL,72,247,74,Southpaw,19,8,1
Michihiro,Omigawa,NULL,66,145,68,Orthodox,17,14,1
David,Onama,NULL,71,145,74,Orthodox,10,2,0
Charlie,Ontiveros,American Bad Boy,74,155,74,Switch,11,9,0
Chibwikem,Onyenegecha,NULL,75,185,NULL,Orthodox,5,0,0
Sam,Oropeza,NULL,74,170,NULL,NULL,13,3,0
Brian,Ortega,T-City,68,145,69,Switch,15,3,0
Tito,Ortiz,The People's Champ,75,205,74,Orthodox,19,12,1
Jorge,Ortiz,The Naked Man,72,185,NULL,Orthodox,18,9,1
Dustin,Ortiz,NULL,65,125,65,Orthodox,19,8,0
Kenji,Osawa,NULL,67,135,66,Orthodox,20,11,2
Ode,Osbourne,The Jamaican Sensation,67,125,73,Southpaw,11,5,0
Kurt,Osiander,NULL,0,185,NULL,NULL,4,1,0
Nick,Osipczak,NULL,74,170,76,Orthodox,6,3,0
Nissen,Osterneck,NULL,74,185,NULL,Orthodox,12,4,0
Rachael,Ostovich,NULL,63,125,62,Orthodox,4,6,0
Pedro,Otavio,Te Pedro,75,245,NULL,Orthodox,19,8,0
Alexander,Otsuka,The Diet Butcher,73,205,NULL,Orthodox,5,13,0
Takafumi,Otsuka,NULL,66,139,NULL,Orthodox,22,13,2
Zak,Ottow,The Barbarian,71,170,72,Orthodox,17,7,0
Artur,Oumakhanov,NULL,67,154,NULL,Orthodox,9,6,0
Sidney,Outlaw,NULL,68,170,74,Orthodox,8,4,0
Alistair,Overeem,The Demolition Man,76,265,80,Orthodox,47,19,0
Valentijn,Overeem,NULL,75,230,NULL,Orthodox,30,32,0
Craig,Oxley,NULL,69,155,NULL,NULL,0,3,0
Shungo,Oyama,NULL,71,185,NULL,Southpaw,14,19,0
Alptekin,Ozkilic,The Turkish Delight,65,125,65,Orthodox,9,5,0
Raquel,Pa'aluhi,Rocky,67,135,NULL,NULL,6,5,0
Nick,Pace,NULL,67,135,68,Orthodox,8,3,0
Larissa,Pacheco,NULL,67,135,NULL,Orthodox,10,2,0
Teemu,Packalen,Pacu,73,155,75,Orthodox,8,3,0
George,Pacurariu,Constantine,67,135,NULL,NULL,10,5,0
Cyrillo,Padilha,NULL,71,155,NULL,NULL,3,3,0
Gary,Padilla,NULL,71,205,NULL,NULL,12,6,0
Fernando,Padilla,NULL,73,155,NULL,NULL,13,4,0
Damacio,Page,The Angel of Death,66,135,66,Orthodox,19,10,0
Michael,Page,Venom,74,170,NULL,NULL,12,0,0
Dustin,Pague,The Disciple,69,135,74,Orthodox,12,11,0
Josh,Paiva,NULL,66,125,NULL,NULL,8,2,0
Raulian,Paiva,NULL,68,135,69,Orthodox,21,5,0
Dinis,Paiva Jr.,Sweetbread,69,145,71,Southpaw,13,8,0
Fredson,Paixao,NULL,66,145,66,Orthodox,10,5,0
Jose,Palacios,NULL,69,145,NULL,Orthodox,3,2,0
Ricky,Palacios,El Gallero,66,145,NULL,Orthodox,10,1,0
Bart,Palaszewski,Bartimus,69,145,70,Orthodox,36,17,0
Sasha,Palatnikov,NULL,73,170,72,Switch,6,4,0
Soa,Palelei,The Hulk,76,265,81,Orthodox,22,5,0
Rousimar,Palhares,Toquinho,68,170,71,Orthodox,19,8,0
Tulio,Palhares,NULL,0,180,NULL,NULL,2,16,0
Stephen,Palling,Bozo,64,143,NULL,NULL,11,7,1
Eduardo,Pamplona,NULL,71,170,NULL,NULL,16,4,0
Alexandre,Pantoja,The Cannibal,65,125,67,Orthodox,25,5,0
Jared,Papazian,The Jackhammer,68,135,67,Southpaw,20,13,0
Kathryn,Paprocki,NULL,63,115,63,Orthodox,3,2,0
Joe,Pardo,NULL,73,210,NULL,Southpaw,4,6,0
Bryan,Pardoe,Pain Inducer,73,205,NULL,Orthodox,13,16,0
Remco,Pardoel,Grizzly,75,260,NULL,Southpaw,9,6,1
Ido,Pariente,NULL,68,155,NULL,Orthodox,13,6,0
Josh,Parisian,NULL,76,265,79,Orthodox,15,5,0
Karo,Parisyan,The Heat,70,170,72,Orthodox,24,11,0
Won Sik,Park,Parky,71,154,NULL,Orthodox,11,7,1
Junyong,Park,The Iron Turtle,70,185,73,Orthodox,15,5,0
Harvey,Park,Fightbot,72,155,70,Orthodox,12,3,0
HyunSung,Park,Peace of Mind,67,125,66,Orthodox,7,0,0
Norman,Parke,Stormin',71,155,70,Southpaw,23,6,1
Ryan,Parker,NULL,75,235,NULL,Southpaw,0,1,0
Larry,Parker,NULL,71,205,NULL,Orthodox,13,6,1
Tyra,Parker,NULL,65,115,NULL,Orthodox,4,5,0
Mick,Parkin,NULL,76,265,79,Orthodox,6,0,0
Willie,Parks,Slick,70,185,NULL,NULL,5,2,0
Jordan,Parsons,Pretty Boy,69,145,NULL,NULL,11,2,0
Preston,Parsons,Pressure,71,170,71,Orthodox,10,3,0
Jonny,Parsons,The Sluggernaut,69,170,69,Orthodox,8,2,0
Onassis,Parungao,NULL,71,200,NULL,NULL,2,1,0
Ramona,Pascual,NULL,67,135,66,Southpaw,6,5,0
Jhonoven,Pati,The Samoan Savage,73,185,75,Switch,6,4,0
Jorge,Patino,Macaco,68,170,NULL,Orthodox,38,19,2
Russell,Patrick,NULL,69,145,NULL,NULL,6,4,0
Claude,Patrick,The Prince,71,170,75,Orthodox,14,2,0
Alan,Patrick,Nuguette,71,155,74,Southpaw,15,4,0
Michael,Patt,NULL,72,205,NULL,Orthodox,12,4,0
Justin,Patterson,The Tactician,70,170,NULL,NULL,9,3,0
Sam,Patterson,NULL,75,155,78,Orthodox,10,1,1
Zac,Pauga,The Ripper,74,225,76,Orthodox,6,1,0
Julio,Paulino,The Dominican Demon,72,170,NULL,Orthodox,23,5,0
Thomas,Paull,Juggernaut,67,155,67,Orthodox,11,4,0
Sergei,Pavlovich,NULL,75,257,84,Southpaw,16,1,0
Pawel,Pawlak,NULL,72,170,73,Orthodox,12,3,0
Estevan,Payan,El Terrible,70,145,NULL,Orthodox,16,12,0
Sarah,Payant,Soulja,64,115,NULL,NULL,1,4,0
Roland,Payne,NULL,69,205,NULL,Orthodox,0,1,0
Jonathan,Pearce,JSP,72,145,71,Switch,13,4,0
Joe,Pearson,The Triangular Strangler,70,145,NULL,Orthodox,45,30,1
Ross,Pearson,The Real Deal,68,155,69,Orthodox,20,16,0
Andre,Pederneiras,NULL,68,155,NULL,Orthodox,1,1,2
Carlo,Pedersoli Jr.,Semento,71,170,75,Southpaw,11,3,0
Matt,Pedro,NULL,0,NULL,NULL,NULL,3,1,0
Tyson,Pedro,NULL,75,205,79,Orthodox,9,3,0
Trevor,Peek,NULL,69,155,70,Switch,7,0,0
Willie,Peeters,NULL,69,220,NULL,Orthodox,9,10,1
Filip,Pejic,NULL,68,135,NULL,Orthodox,12,2,2
Kurt,Pellegrino,Batman,68,155,70,Orthodox,16,7,0
Yan,Pellerin,Wild Thing,71,205,NULL,Orthodox,11,13,0
Julianna,Pena,The Venezuelan Vixen,66,135,69,Orthodox,12,5,0
Luis,Pena,Violent Bob Ross,75,155,75,Southpaw,9,3,0
Matej,Penaz,Money,75,185,83,Southpaw,6,1,0
Sherman,Pendergarst,The Tank,73,235,NULL,Orthodox,11,18,0
Drew,Pendleton,NULL,0,145,NULL,NULL,5,0,0
Cathal,Pendred,The Punisher,73,170,75,Orthodox,17,4,1
BJ,Penn,The Prodigy,69,155,70,Orthodox,16,14,2
Jessica,Penne,NULL,65,115,67,Orthodox,14,7,0
Nick,Penner,The Quiet Assassin,76,205,NULL,Southpaw,11,3,0
Justin,Pennington,NULL,64,NULL,NULL,NULL,3,3,0
Raquel,Pennington,Rocky,67,135,67,Orthodox,14,9,0
Jerron,Peoples,NULL,72,170,NULL,NULL,4,3,0
Godofredo,Pepey,NULL,67,145,73,Orthodox,13,6,0
Ray,Perales,Relentless,70,170,NULL,Orthodox,13,22,0
Robert,Peralta,Problems,68,145,71,Orthodox,18,8,0
Viviane,Pereira,Sucuri,61,115,63,Orthodox,13,2,0
Michel,Pereira,Demolidor,73,170,73,Orthodox,28,11,0
Alex,Pereira,Poatan,76,185,79,Orthodox,7,1,0
Daniel,Pereira,Gaucho,70,185,NULL,NULL,9,2,0
Rolando,Perez,NULL,68,135,NULL,Orthodox,7,5,2
Philip,Perez,NULL,65,155,NULL,Southpaw,7,5,1
Erik,Perez,Goyito,68,135,68,Orthodox,17,6,0
Alejandro,Perez,Turbo,66,135,67,Orthodox,23,9,1
Frankie,Perez,NULL,71,155,73,Orthodox,10,4,0
Jose,Perez,NULL,0,NULL,NULL,NULL,1,0,0
Alex,Perez,NULL,66,125,65,Orthodox,24,7,0
Markus,Perez,Maluko,73,185,73,Orthodox,12,5,0
Ailin,Perez,Fiona,65,145,66,Switch,7,2,0
Anthony,Perosh,The Hippo,75,205,75,Orthodox,15,10,0
Thiago,Perpetuo,Bodao,70,170,NULL,Orthodox,9,4,1
Hernani,Perpetuo,NULL,72,170,NULL,Orthodox,18,5,0
Jay,Perrin,The Joker,67,135,67,Switch,10,6,0
Mike,Perry,Platinum,70,170,71,Orthodox,14,8,0
Raphael,Pessoa,Bebezao,75,262,78,Orthodox,10,2,0
Viktor,Pesta,NULL,75,240,77,Orthodox,10,4,0
Leiticia,Pestova,NULL,66,135,NULL,Orthodox,0,2,0
Tony,Petarra,NULL,71,196,NULL,Orthodox,2,3,1
Tommy,Petersen,NULL,0,155,NULL,NULL,2,3,0
Cory,Peterson,LA Giant,83,400,NULL,Orthodox,2,1,0
Steven,Peterson,Ocho,70,145,70,Orthodox,19,10,0
Vitor,Petrino,NULL,74,205,77,Orthodox,7,0,0
Andre,Petroski,NULL,72,185,73,Switch,9,2,0
Armen,Petrosyan,Superman,75,185,71,Orthodox,8,2,0
Seth,Petruzelli,The Silverback,72,205,76,Orthodox,14,8,0
Peter,Petties,The Joker,71,145,72,Southpaw,5,3,0
Anthony,Pettis,Showtime,70,155,72,Orthodox,24,10,0
Sergio,Pettis,NULL,66,125,69,Orthodox,18,5,0
Forrest,Petz,The Meat Cleaver,69,170,71,Orthodox,26,10,0
Dino,Pezao,NULL,0,205,NULL,Orthodox,1,3,0
Cody,Pfister,The Fist,70,155,73,Orthodox,13,6,1
Nam,Phan,NULL,66,135,70,Orthodox,21,17,0
Constantinos,Philippou,NULL,71,185,73,Orthodox,13,5,0
Wayne,Phillips,NULL,0,185,NULL,NULL,7,7,0
Dave,Phillips,The Rockstar,72,185,NULL,Orthodox,13,7,0
Aaron,Phillips,The Dragon,69,135,71,Southpaw,12,4,0
